CodeCatalogue,Sector,Use or activity,Measure name,Status,Origin of the measure,Nature of the measure,Water body category,Spatial scope,Country,Measure Impacts to,Measure Impacts to (further details) ,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11
MSFD80,Ports and Traffic,Not specified,MARPOL 73/78 Annex V: Prevention of Pollution by Garbage from Ships – Port reception facilities within special areas,not specified,MSFD (Directive 2008/56/EC),not specified,Not specified ,Not specified ,Estonia,Not specified,,0,0,0,0,0,0,0,0,0,1,0
MSFD81,Ports and Traffic,Not specified,HELCOM recommendation 28E/10: Application of the no-special fee system to ship-generated wastes and marine litter caught in fishing nets in the Baltic Sea area,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Not specified ,Not specified ,Estonia,Not specified,,0,0,0,0,0,0,0,0,0,1,0
MSFD82,Ports and Traffic,Not specified,Limiting emissions of hazardous substances,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),technical measure,Not specified ,Not specified ,Estonia,Not specified,,0,0,0,0,0,0,0,1,1,0,0
MSFD83,Traffic,Not specified,Measure related to the national implementation of HELCOM agreement on the designation of the Baltic Sea as a NOx Emission Control Area (NECA),"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Not specified ,Not specified ,Estonia,Not specified,,0,0,0,0,1,0,0,0,0,0,0
MSFD84,Traffic,Not specified,"Ratification and implementation of the International agreement For The Control And Management Of Ships' Ballast waters And Sediments (BWMC), and participating in the regional information system",Additional measures 2a,MSFD (Directive 2008/56/EC),legislation/regulation,Other,National,Estonia,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD85,Traffic,Not specified,Creating the readiness to use liquefied natural gas (LNG) as ship fuel,Additional measures 2a,MSFD (Directive 2008/56/EC),technical measure,Other,National,Estonia,Habitats,,0,0,0,0,1,0,0,0,0,0,0
MSFD86,Ports and Traffic,Not specified,Enhancing the ability to respond to accidental oil pollution,Additional measures 2a,MSFD (Directive 2008/56/EC),not specified,Other,National,Estonia,Species and Habitats,,0,0,0,0,0,0,0,1,0,0,0
MSFD87,Ports,Not specified,"Pilot study analysing the organisation of marine litter reception, including abandoned fishing gear, in ports and preparing an action plan",Additional measures 2a,MSFD (Directive 2008/56/EC),not specified,Coastal,National,Estonia,Species,,0,0,0,0,0,0,0,0,0,1,0
MSFD88,Traffic,Not specified,Implementation of the BWMC and IMO Guidelines ,not specified,MSFD (Directive 2008/56/EC),technical measure,Not specified ,Not specified ,Greece,Not specified,,0,1,0,0,0,0,0,0,0,0,0
MSFD89,Ports,Not specified,"Registering of activities such as coastal projects, dredging, oil extraction, offshore energy production and the establishment of associated protection measures",Additional Measures 2,MSFD (Directive 2008/56/EC),administrative,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,1,0,0,0,0
MSFD90,Ports,Not specified,Preparation of waste management plans for marinas and ports,not specified,MSFD (Directive 2008/56/EC),not specified,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,1,0,0,0
MSFD91,Traffic,Not specified,"Implementation of BWMC, IMO and MARPOL rules",Additional Measures 2,MSFD (Directive 2008/56/EC),not specified,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,1,0,0,0
MSFD92,Ports and Traffic,Not specified,Drafting of institutional framework for Ships and Port Facilities Control and Safety Management,not specified,MSFD (Directive 2008/56/EC),administrative,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,1,0,0,0
MSFD93,Ports,Not specified,Promotion of projects to improve port reception facilities for ship-generated waste,Additional Measures 2,MSFD (Directive 2008/56/EC),awareness raising,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,0,0,1,0
MSFD94,Ports and Traffic,Not specified,Awareness raising programmes on marine litter for all sea-related professionals and the public,Additional Measures 2,MSFD (Directive 2008/56/EC),awareness raising,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,0,0,1,0
MSFD95,Traffic,Not specified,"Establishment of regulations to reduce underwater noise caused by shipping, in cooperation with the IMO",Additional Measures 2,MSFD (Directive 2008/56/EC),legislation/regulation,Not specified ,Not specified ,Greece,Not specified,,0,0,0,0,0,0,0,0,0,0,1
MSFD96,Ports,Not specified,System of fixed tarifs in Ports of General Interest for the reception of the waste of ships,not specified,MSFD (Directive 2008/56/EC),administrative,Coastal and transitional,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD97,Ports and Traffic,Not specified,Realisation of inspections to verify the fulfilment of the delivery of waste generated through ships and freight,not specified,MSFD (Directive 2008/56/EC),administrative,Coastal and transitional,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD98,Ports,Not specified,"Guidelines for the characterisation of dreding material and its relocation into waters of public maritime-terrestrial ownership
",not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Habitats,,0,0,0,0,0,0,0,1,1,1,0
MSFD99,Ports,Not specified,"Guide of best practices on the handling and storage of bulk solid goods in port installations at state-owned ports, 2014",not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD100,Ports and Traffic,Not specified,State plan on waste management (2016-2022),"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD101,Traffic,Not specified,Regulation of anchorages,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),legislation/regulation,Other,National,Spain,Habitats,,1,0,0,0,0,1,0,0,0,0,0
MSFD102,Ports and Traffic,Not specified,Good practice guides and manuals for biodiversity to minimize the impact of other human activities (without regard to fisheries) on biodiversity,not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,1,0,0,0,0,0,0,0,0,0,0
MSFD103,Traffic,Not specified,Regulation of uses in protected marine areas: anchorages,not specified,MSFD (Directive 2008/56/EC),legislation/regulation,Other,National,Spain,Habitats,,1,0,0,1,0,1,0,0,0,0,0
MSFD104,Ports,Not specified,"OSPAR Guidelines on the management of 
dredging material in the sea (Agreement 2014-06)","Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Habitats,,1,0,0,0,0,0,0,1,0,0,0
MSFD105,Ports and Traffic,Not specified,OSPAR- Recommendations for the establishment of limit values of emissions of polluting substances into the atmosphere,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD106,Ports and Traffic,Not specified,UNEP/MAP Regional Strategy for the prevention of and answers to pollution stemming from ships ,not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,0,0,0
MSFD107,Traffic,Not specified,Measures deriving from the implementation of the Directive on pollution from ships (2009),not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD108,Ports and Traffic,Not specified,Contingency plans and autonomous response systems to accidental marine contamination ,not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD109,Ports and Traffic,Not specified,National system of response to accidental marine pollution ,not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD110,Traffic,Not specified,Control of anchoring of vessels (measure included in the Hydrological Plans),"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),administrative,Coastal,National,Spain,Habitats,,0,0,0,0,0,1,0,0,0,0,0
MSFD111,Ports,Not specified,Waste management MARPOL in port installations,not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,0,1,0
MSFD112,Ports,Not specified,"Implementation and application of environmental management systems in port installations and application of sectorial recommendations (ROM
5.1); (measure included in the hydrological plans)","Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,0,0,0
MSFD113,Ports,Not specified,Reduction of port contamination (measure included in the hydrological plans) ,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),"administrative, technical measure",Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,0,0,0
MSFD114,Ports,Not specified,Projects to innovate and develop tools for the management of dredged materials ,not specified,MSFD (Directive 2008/56/EC),technical measure,Coastal,National,Spain,Habitats,,0,0,0,0,0,1,0,1,0,0,0
MSFD115,Ports and Traffic,Not specified,OSPAR Action plan for the prevention and management of marine waste in the north-eastern Atlantic (OSPAR Agreement 2014-1),"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD116,Ports and Traffic,Not specified,UNEP/MAP Regional plan on marine waste management in the Mediterranean (2013),not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD117,Ports,Not specified,Reception and handling plans of freight waste in ports,not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD118,Ports,Not specified,Establishment and application of environmental management systems in port installations ,not specified,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Habitats,,0,0,0,0,0,0,0,1,1,1,0
MSFD119,Traffic,Not specified,"Barcelona agreement - The Protocol for the Prevention of Pollution in the Mediterranean Sea by Dumping from Ships and Aircraft or Incineration at Sea (""Barcelona Dumping Protocol"")",not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,1,0,0,1,1,0,0
MSFD120,Ports,Not specified,"Barcelona Agreement – Protocol for the protection of the Mediterranean Sea against pollution from land-based sources
(""COT Protocol or LBS"")",not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,0,0,0,0,1,0,0,1,1,0,0
MSFD121,Traffic,Not specified,"Barcelona agreement – Protocol Concerning Cooperation in Preventing Pollution from Ships and, in Cases of Emergency, Combating Pollution of the Mediterranean Sea
(""Emergency Protocol"")","Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD122,Traffic,Not specified,International agreement for the Control and Management of Ships' Ballast waters and Sediments,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD123,Ports and Traffic,Not specified,UNEP/MAP Action Plan on the introduction of species and invasive species in the Mediterranean (2003),not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD124,Traffic,Not specified,OSPAR-HELSINKI-BARCELONA General Guidance on Voluntary Provisional Application of D1 Standard on ballast water exchange by vessels operating between the Mediterranean Sea and the North-East Atlantic and/or the Baltic Sea,not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD125,Traffic,Not specified,UNEP/MAP Guidelines for the control of vectors for introduction into the Mediterranean of non-indigenous species and invasive marine species (2008),not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD126,Ports and Traffic,Not specified,Regulation (EU) 1143/2014 of the European Parliament and of the Council of 22 October 2014 on the prevention and management of the introduction and spread of invasive alien species,not specified,MSFD (Directive 2008/56/EC),not specified,Other,International,Spain,Species and Habitats,,0,1,0,0,0,0,0,0,0,0,0
MSFD127,Traffic,Not specified,Maritime Traffic Separation Devices,not specified,MSFD (Directive 2008/56/EC),technical measure,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,1
MSFD128,Traffic,Not specified,"Limitation of the use of sonar and others
transmitters in those protected areas that check the
existence of cetaceans or when sightings confirm their presence",not specified,MSFD (Directive 2008/56/EC),technical measure,Other,National,Spain,Species,,1,0,0,0,0,0,0,0,0,0,1
MSFD129,Ports and Traffic,Not specified,Technical paper on impacts and mitigation of acoustic marine water pollution ,"Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,0,1
MSFD130,Ports and Traffic,Not specified,Improving submarine noise awareness,not specified,MSFD (Directive 2008/56/EC),awareness raising,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,0,1
MSFD131,Traffic,Not specified,"Resolution MEPC.134 (53) – Designation of the Canary Islands as an “Especially Sensitive Marine Zone” (Zona Marina
Especialmente Sensible, ZMES)",not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,1,0,0,0,0,0,0,1,1,0,1
MSFD132,Traffic,Not specified,"Resolution MEPC.121(52), adopted on 15 October 2004 -Designation of the Western waters of Europe as “Especially Sensitive Marine Zone” (Zona Marina Especialmente Sensible, ZMES)",not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,1,0,0,0,0,0,0,1,0,0,1
MSFD133,Traffic,Not specified,Notifications for navigators,not specified,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Habitats,,0,0,0,0,0,0,1,1,0,0,1
MSFD134,Traffic,Not specified,"ISO standard 21070: 2013 Ships and
marine technology - Marine environment
protection - Management and handling
of shipboard garbage","Adopted, not implemented 1b",MSFD (Directive 2008/56/EC),technical measure,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD135,Ports,Not specified,Pilot projects for the installation of clean spots at docks for fishing and recreational navigation ,not specified,MSFD (Directive 2008/56/EC),technical measure,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD136,Ports,Not specified,Implementation of a fixed charging system in ports similar to that regulated in RDL 2/2011,Additional measures 2a,MSFD (Directive 2008/56/EC),administrative,Other,International,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD137,Ports,Not specified,Promote the installation of clean points in the fishing docks,Additional measures 2b,MSFD (Directive 2008/56/EC),technical measure,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD138,Ports,Not specified,Improvement of waste management in ports,Additional measures 2b,MSFD (Directive 2008/56/EC),not specified,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,0,0,1,0
MSFD139,Traffic,Not specified,Actions related to the reduction of collision risks in large vessels,Additional measures 2a,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species,,1,0,0,1,0,0,0,0,0,0,0
MSFD140,Ports,Not specified,Regulatory approval of the guidelines for the characterization of the dredged material and its relocation in waters of the maritime-terrestrial public domain,Additional measures 2a,MSFD (Directive 2008/56/EC),technical measure,Other,National,Spain,Habitats,,1,0,0,0,0,1,0,1,1,1,0
MSFD141,Ports and Traffic,Not specified,Guide for the handling of liquid bulk,Additional measures 2b,MSFD (Directive 2008/56/EC),administrative,Other,National,Spain,Species and Habitats,,0,0,0,0,0,0,0,1,1,0,0
MSFD142,Ports,Not specified,Regulation on criteria for project generating submarine noise and for the elaboration of EIAs for these projects,Additional measures 2a,MSFD (Directive 2008/56/EC),legislation/regulation,Other,National,Spain,Species,,1,0,0,0,0,0,0,0,0,0,1
