"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD240","IT","Italy","MADIT-M077
//
MICIT-M076
//
MWEIT-M079","Measure to standardise the authorisation for the disposal of waste in marine waters","Not specified",,"MSFD29 Marine litter","T 10.1 
T 10.2","D10",,"Not specified","Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD241","IT","Italy","MADIT-M078
//
MICIT-M077
//
MWEIT-M080","Measures to reduce discharges into the sea, especially illegal discharges, waste and cargo residues from ships using Italian ports, and to improve the availability and use of port reception facilities for ships’ waste and residues","Not specified",,"MSFD29 Marine litter","T 10.1 
T 10.2","D10",,"Not specified","Coastal waters (WFD)","Coastal","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD242","IT","Italy","MADIT-M080
//
MICIT-M079
//
MWEIT-M082","Measure to define marine waste as urban solid waste, although not completely in line with the MSFD","Not specified",,"MSFD29 Marine litter","T 10.3","D10",,"Not specified","Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD243","IT","Italy","MADIT-M086
//
MICIT-M085
//
MWEIT-M088","Guidelines on the assessment of impacts and mitigation of underwater noise","Not specified",,"MSFD28 Energy inputs","T11.1 
T11.2","D11",,"Not specified","Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD244","IT","Italy","MADIT-M087
//
MICIT- M086
//
MWEIT- M089","Measures related to the regulation of approval for the immersion in the sea of excavation seabed materials and dredging","Not specified",,"MSFD26 Physical loss ","T6.1 
","D1, D4, D6",,"Not specified","Territorial waters","Other","National","Adriatic Sea
Ionian-Central Mediterranean Sea
Western Mediterranean Sea","MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD245","LT","Lithuania","Not specified  ","International agreement on the Control of Harmful Anti-Fouling Systems on Ships (IMO-AFS)","Not specified","IMO – AFS","Not specified","Not specified","D2, D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD246","LT","Lithuania","Not specified  ","International agreement for the Control and Management of Ships' Ballast waters and Sediments (BWMC)","Not specified","IMO – BWM
","Not specified","Not specified","D2","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD247","LT","Lithuania","Not specified  ","HELCOM plan for harmonised implementation and ratification of the agreement for the Control and Management of Ships' Ballast waters and Sediments","Not specified","HELCOM 
IMO – BWM","Not specified","Not specified","D2","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD248","LT","Lithuania","Not specified","Annex I to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD249","LT","Lithuania","Not specified","Annex II to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD250","LT","Lithuania","Not specified","Annex III to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD251","LT","Lithuania","Not specified","Annex IV to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD252","LT","Lithuania","Not specified","Annex V to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD253","LT","Lithuania","Not specified","Annex VI to MARPOL 73/78","Not specified","IMO – MARPOL ","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD254","LT","Lithuania","Not specified","Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues (the implementing measures are the Law on Protection of the Marine Environment and Order No 3-414/346 ‘on the approval of Regulations for the Handling of Ship-Generated Waste and Cargo Residues’)","Not specified","Directive 2000/59/EC,
National policies – Order No 3-414/346","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD255","LT","Lithuania","Not specified","Directive 1999/32/EC relating to a reduction in the sulphur content of certain liquid fuels and amending Directive 93/12/EEC (as last amended by Directive 2012/33/EU) (the implementing measure is Order No 1-348/D1-1014/3-742 ‘on the approval of compulsory parameters of quality of oil products, biofuels and liquid fuels used in the Republic of Lithuania’)","Not specified","Directive 1999/32/EC,
MARPOL,
National policies – Order No 1-348/D1-1014/3-742","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD256","LT","Lithuania","Not specified","Regulation (EC) No 782/2003 on the prohibition of organotin compounds on ships","Not specified","Regulation (EC) No 782/2003,
IMO – AFS","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD257","LT","Lithuania","Not specified","Regulation (EU) No 1257/2013 on ship recycling ","Not specified","Regulation (EU) No 1257/2013","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD258","LT","Lithuania","Not specified","Directive 2005/35/EC on ship-source pollution and on the introduction of penalties for infringements as amended by Directive 2009/123/EC (transferred to national legislation by the respective provisions of the Criminal Code of the Republic of Lithuania (Article 270), Code of Administrative Violations of the Republic of Lithuania (Article 56), and the Republic of Lithuania Law on Protection of the Marine Environment)","Not specified","Directive 2005/35/EC,
MARPOL,
Directive 2009/123/EC","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD259","LT","Lithuania","Not specified","Order No 3-327 ‘on the approval of Klaipėda State Seaport Shipping Rules’","Not specified","HELCOM,
IMO,
National policies","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD260","LT","Lithuania","Not specified","Klaipėda Port Waste Management Plan approved by Order No V-350 ","Not specified","National policies","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD261","LT","Lithuania","Not specified","Order No V-107 ‘on the approval of rules for the registration of operations carried out with oil, noxious substances, waste water and litter on ships and port reception facilities’","Not specified","MARPOL,
National policies","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD262","LT","Lithuania","Not specified","Order No 3–06 ‘on the approval of Rules for Carrying out the Flag State Control on Ships Registered in the Register of Seagoing Ships of the Republic of Lithuania and in the Seaports of Foreign States’, Order No V-133 ‘on the approval of the description of the procedure for the inspection of ships registered in the Register of Seagoing Ships of the Republic of Lithuania and the granting of certificates’","Not specified","MARPOL,
National policies","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD263","LT","Lithuania","Not specified","Order No V-48 ‘on the approval of forms of logbooks for the registration of ballast water and rules for keeping them’","Not specified","IMO-BWM,
National policies","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD264","LT","Lithuania","Not specified","International agreement on Civil Liability for Oil Pollution Damage","Not specified","CLC","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD265","LT","Lithuania","Not specified","Geneva agreement/Protocol on Persistent Pollutants","Not specified","Geneva agreement","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD266","LT","Lithuania","Not specified","Geneva agreement/Protocol on Heavy Metals","Not specified","Geneva agreement","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD267","LT","Lithuania","Not specified","Stockholm agreement on Persistent Organic Pollutants (POP)","Not specified","Stockholm agreement","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD268","LT","Lithuania","Not specified","International agreement on Oil Pollution Preparedness, Response and Co-operation (OPRC)","Not specified","OPRC","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD269","LT","Lithuania","Not specified","Directive 2001/81/EC on national emission ceilings for certain atmospheric pollutants","Not specified","Directive 2001/81/EC","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD270","LT","Lithuania","Not specified","International agreement for the Prevention of Pollution from Ships, 1973 as modified by the Protocol of 1978 (MARPOL 73/78)","Not specified","IMO – MARPOL","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD271","LT","Lithuania","Not specified","HELCOM Baltic Sea Action Plan, Recommendation No 28E/10 on the application of the no-special fee system to the delivery of marine litter caught in fishing nets in the Baltic Sea area to port reception facilities","Not specified","HELCOM","Not specified","Not specified","D8, D9, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD272","LT","Lithuania","Not specified","International agreement on Civil Liability for Bunker Oil Pollution Damage (BUNKERS)","Not specified","BUNKERS agreement","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD273","LT","Lithuania","Not specified","Directive 2001/81/EC on national emission ceilings for certain atmospheric pollutants","Not specified","Directive 2001/81/EC","Not specified","Not specified","D8, D9","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD274","LT","Lithuania","BALLT-M008-T4PR1","Ratify International agreement for the Control and Management of Ships' Ballast Water and Sediments, 2004 and ensure the implementation of the agreement","Not specified","HELCOM,
IMO – BWMC,
National policies","WFD18,
MSFD34","Objective 4","D2","Fish,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters (WFD),
Territorial waters,
Transitional waters (WFD),
EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD275","LT","Lithuania","BALLT-M010-T4PR3","Assess the appropriateness of establishing the legislative requirements according to the IMO guidelines for the control and management of ships' biofouling to minimise the transfer of invasive aquatic species (according to resolution MEPC.207 (62))","Not specified","IMO – Anti-fouling agreement,
HELCOM,
National policies","WFD18,
MSFD34","Objective 4","D2","Fish,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters (WFD),
Territorial waters,
Transitional waters (WFD),
EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD276","LT","Lithuania","BALLT-M024-T7PR2","Ratify and implement the Protocol on Preparedness, Response and Co-operation to Pollution Incidents by Hazardous and Noxious Substances, 2000 (OPRC/HNS 2000) and develop the national system for response to pollution with hazardous substances","Not specified","HELCOM,
IMO – OPRC,
IMO – MARPOL, 
Habitats Directive,
National policies","MSFD31","Objective 7","D8, D9","Birds,
Fish,
Mammals,
Water column habitats,
Seabed habitats","Species and Habitats","Coastal waters (WFD),
Territorial waters,
Transitional waters (WFD),
EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
