"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD290","MT","Malta","MICMT-M029","Permitting of hull cleaning activities","Not specified","National policies - Environment Protection Act","WFD18 Alien species
MSFD34 Non-Indigenous Species","Not specified","D2","Seabed habitats","Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD291","MT","Malta","MICMT-M045","Regulation of discharge of sewage from ships","Not specified","International Maritime Organisation (MARPOL, Ballast Water agreement, Antifouling agreement)","MSFD33 Nutrient enrichment","Target16","D1, D4, D5 ","Water column habitats","Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD292","MT","Malta","MICMT-M046","Standards for recreational craft","Not specified","Recreational Craft Directive 2013/53/EU","MSFD33 Nutrient enrichment","Target 16","D1, D4, D5 ","Water column habitats","Habitats","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD293","MT","Malta","MICMT-M055","Publish guidelines for disposal of dredged material","Not specified","Water Framework Directive (2000/60/EC), 
Barcelona agreement UNEP/MAP","WFD04 Historical contamination
MSFD29 Litter","Target20","D8","Birds, 
Mammals, 
Reptiles, 
Fish, 
Water column habitats, 
Seabed habitats","Species and Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD294","MT","Malta","MICMT-M062","Regulation and prevention of pollution from ships, including prohibition of discharges, penalties, reporting and information systems, inspections and licensing.","Not specified","International Maritime Organisation (MARPOL, Ballast Water agreement, Antifouling agreement), Ship-source pollution Directive 2005/35/EC (as amended by Directive 2009/123/EC); Directive 2002/59/EC (as amended) and Directive 2011/15/EU establishing a Community vessel traffic monitoring and information system","WFD21 Urban/ transport pollution
MSFD31 Contamination
MSFD32 Accidental pollution","Target20","D8","Birds, 
Mammals, 
Reptiles, 
Fish, 
Water column habitats, 
Seabed habitats
","Species and Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD295","MT","Malta","MICMT-M063","Provision of Port Reception Facilities for Ship-Generated Wastes and Cargo Residues","Not specified","Barcelona agreement UNEP/MAP,  
Port Reception Facilities Directive 2000/59/EC (as amended by Directive 2015/2087","MSFD31 Contamination
MSFD29 Litter
","Target 20","D8, D10","Birds, 
Mammals, 
Reptiles, 
Fish, 
Water column habitats, 
Seabed habitats
","Species and Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD296","MT","Malta","MICMT-M064","National Marine Pollution Contingency Plan","Not specified","International agreement on Oil Pollution Preparedness, Response and Co-operation including (IMO-OPRC), 
Barcelona agreement UNEP/MAP","MSFD32 Accidental pollution","Target 20","D8","Birds, 
Mammals, 
Reptiles, 
Fish, 
Water column habitats, 
Seabed habitats
","Species and Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD297","MT","Malta","MICMT-M072_NEW","Preparation of official guidance documents aimed at providing direction with respect to reduction/control/mitigation of light and noise pressures driven by both land-based and sea-based activities.","Not specified","Birds Directive (79/409/EEC), 
Barcelona agreement UNEP/MAP","WFD14 Research & knowledge
MSFD36 Biological disturbance ","Target5, 
Target7, 
Target8","D1, D4","Birds","Birds","Terrestrial part of MS, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD298","MT","Malta","MICMT-M074_NEW","Preparation and promotion of a code of good practice for sea-farers including guidelines for navigation within marine protected areas or otherwise sensitive areas.","Not specified","Habitats Directive (92/43/EEC)","MSFD36 Biological disturbance","Not specified","D1, D4","Mammals, 
Reptiles","Species","EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD299","MT","Malta","MICMT-M075_NEW","Pilot implementation of selected management options aimed at addressing impacts from anchoring on the seabed.","Not specified","Water Framework Directive (2000/60/EC), 
Habitats Directive (92/43/EEC)","MSFD27 Physical damage","Target11, 
Target12","D1, D4, D6","Seabed habitats","Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD300","MT","Malta","MICMT-M082_NEW","Educational Campaign for seafarers on marine litter","Not specified","Barcelona agreement UNEP/MAP, 
International Maritime Organisation (MARPOL, Ballast Water agreement, Antifouling agreement)","MSFD29 Litter","Not specified","D10","Birds, 
Mammals, 
Reptiles, 
Fish, 
Water column habitats, 
Seabed habitats","Species and Habitats","EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","awareness raising",0,1,0,"Traffic",0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD301","NL","Netherlands","ANSNL-M008","Implementation of Annex V MARPOL agreement","Not specified"," IMO-MARPOL"," MSFD33"," 5b, 5c, 5d"," D5","Mammals, Birds, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","EEZ, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD302","NL","Netherlands","ANSNL-M013","Reduction of discharges from shipping (MARPOL Annex V)","Not specified"," IMO-MARPOL"," MSFD31"," 8d"," D8"," Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","EEZ, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD303","NL","Netherlands","ANSNL-M014","Ban on TBT","Not specified","IMO-MARPOL, IMO-Ballast Water agreement, IMO-Anti-Fouling agreement"," MSFD31"," 8c"," D8","Water column habitats, Seabed habitats","Habitats","EEZ, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD304","NL","Netherlands","ANSNL-M015","Reduction of pollution by reducing shipping incidents","Not specified"," Other"," MSFD31"," 8d"," D8","Water column habitats, Seabed habitats, Birds, Mammals, Fish, Cephalopods","Species and Habitats"," EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD305","NL","Netherlands","ANSNL-M028","Implementation of EU Directive on port reception facilities","Not specified"," Other international"," MSFD29"," 10a"," D10","Birds, Mammals, Cephalopods, Fish, Water column habitats, Seabed habitats","Species and Habitats","EEZ, WFD Coastal waters","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD306","NL","Netherlands","ANSNL-M029","Ban on the discharge of rubbish by ships (MARPOL Annex V)","Not specified"," IMO-London agreement"," MSFD29"," 10a"," D10","Birds, Mammals, Cephalopods, Fish, Water column habitats, Seabed habitats","Species and Habitats","EEZ, WFD Coastal waters","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD307","NL","Netherlands","ANSNL-M036","Regulations on sonar use","Not specified"," National"," MSFD28"," 11a"," D11"," Birds, Mammals, Fish","Species"," EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","legislation/regulation",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD308","NL","Netherlands","ANSNL-M043","Countering the spread of species via ballast water","Not specified"," IMO-MARPOL, IMO-Ballast Water agreement, IMO-Anti-Fouling agreement"," MSFD34",2," D2","Fish, Cephalopods, Seabed habitats","Species and Habitats"," EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD309","NL","Netherlands","ANSNL-M044","Implementation of protocols for exemptions after Ballast Water agreement comes into force","Not specified"," IMO-MARPOL, IMO-Ballast Water agreement, IMO-Anti-Fouling agreement, OSPAR"," MSFD34",2," D2","Fish, Cephalopods, Seabed habitats","Species and Habitats"," EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD310","NL","Netherlands","ANSNL-M045","Implementation of Hull Fouling Guidelines against growth of Non-Indigenous Species on ships’ hulls","Not specified"," IMO-MARPOL, IMO-Ballast Water agreement, IMO-Anti-Fouling agreement"," MSFD34",2," D2","Fish, Cephalopods, Seabed habitats","Species and Habitats","EEZ, WFD Coastal waters","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD311","NL","Netherlands","ANSNL-M059","Implementation of IMO guidelines on the reduction of underwater noise from commercial shipping","Not specified"," Other international"," MSFD28"," 11b"," D11"," Mammals, Fish","Species"," EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD312","NL","Netherlands","ANSNL-M067","Green Deal for Ships’ Waste Supply Chain","Not specified"," N/A"," MSFD29"," 10a, 10b"," D10","Birds, Mammals, Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","WFD Coastal waters","Coastal","National",,"MSFD (Directive 2008/56/EC)","administrative, legislation/regulation",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD313","PL","Poland","BALPL-M008","KTM34_2 Identification and analysis of vectors of unintentional introduction or spread of invasive alien species which pose a threat to the European Union, on the territory of the country with regard to marine waters","Not specified","Prevention and management of the introduction and spread of invasive alien species (Regulation 1143/2014),
agreement on Biological Diversity ","MSFD34 Non-indigenous species","Non-indigenous species","D2","Fish, Water column habitats, Seabed habitats","Species and Habitats","Terrestrial part of MS, Territorial waters, EEZ (or similar) ","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD314","PL","Poland","BALPL-M010","KTM34_4 Analysis of options for implementing the IMO guidelines for the practice of control and dealing with biofouling on vessels - develop tools to implement the management system in marine and inland shipping","Not specified","Prevention and management of the introduction and spread of invasive alien species (Regulation 1143/2014)
","MSFD34 Non-indigenous species","Non-indigenous species","D2","Fish, Seabed habitats, Water column habitats","Species and Habitats","Terrestrial part of MS, Territorial waters, EEZ (or similar) ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD315","PL","Poland","BALPL-M014","KTM33_1 The development and promotion of the use of LNG as fuel for ships","Not specified","DIRECTIVE 2014/94/EU OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 22 October 2014 on the deployment of alternative fuels infrastructure","MSFD33 Nutrient enrichment","Nutrient and organic matter enrichment, 
D4, D6","D4, D5, D6 ","Fish, Seabed habitats, Water column habitats","Species and Habitats","Terrestrial part of MS, Territorial waters, EEZ (or similar) ","Other","National",,"MSFD (Directive 2008/56/EC)","awareness raising, technical measure",0,1,0,"Traffic",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD316","PL","Poland","BALPL-M015","KTM33_2 The development of port infrastructure used for supplying electricity from the quay to ships","Not specified","DIRECTIVE 2014/94/EU OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 22 October 2014 on the deployment of alternative fuels infrastructure","MSFD33 Nutrient enrichment
","Nutrient and organic matter enrichment, 
D4, D6","D4, D5, D6 ","Fish, Seabed habitats, Water column habitats","Species and Habitats","Terrestrial part of MS, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD317","PL","Poland","BALPL-M016","KTM33_3 Supporting further action taken in the IMO concerning the establishment of areas of control of emissions of nitrogen oxides (NECA -NOx emission control area)","Not specified","International agreement for the Prevention of Pollution from Ships (IMO-MARPOL)","MSFD33 Nutrient enrichment","Nutrient and organic matter enrichment, 
D4, D6","D4, D5, D6 ","Fish, Seabed habitats, Water column habitats","Species and Habitats","Territorial waters, EEZ (or similar), Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD318","PL","Poland","BALPL-M017","KTM33_4 The introduction of a ban on discharge of untreated sanitary sewage from passenger ships in Baltic Sea","Not specified","International agreement for the Prevention of Pollution from Ships (IMO-MARPOL)","MSFD33 Nutrient enrichment","Nutrient and organic matter enrichment, 
D4, D6","D4, D5, D6 ","Fish, Seabed habitats, Water column habitats","Species and Habitats","Territorial waters, EEZ (or similar), Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD319","PL","Poland","BALPL-M35","KTM31_4 Preparing of waste management plan for oil spills caused by maritime accidents","Not specified","International agreement on Oil Pollution Preparedness, Response and Co-operation including (IMO-OPRC), 
National Waste Management Plan 2014
","MSFD31 Contamination","Contamination by non-synthetic substances, 
Contamination by synthetic compounds","D8","Birds, Mammals","Species","Terrestrial part of MS, 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD320","PL","Poland","BALPL-M036","KTM32 The signing of bilateral or multilateral plans for a joint response in the event of a serious case of pollution of the sea by oil and other harmful substances","Not specified","Helsinki agreement, International agreement on Oil Pollution Preparedness, Response and Co-operation including (IMO-OPRC)","MSFD32 Accidental pollution","Contamination by non-synthetic substances, 
Contamination by synthetic compounds","D8","Birds, Mammals, Fish","Species","Territorial waters, 
EEZ (or similar), 
Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD321","PL","Poland","BALPL-M037","KTM31_5 Preparing and implementation of the plan to combat oil pollution on the sea shore","Not specified","Helsinki agreement","MSFD31 Contamination","D1, D4, Contamination by synthetic compounds, Contamination by non-synthetic substances, Marine litter","D1, D4, D8, D10","Fish, Mammals","Species","Terrestrial part of MS","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD322","PL","Poland","BALPL-M038","KTM31_6 Increasing the effectiveness of the fight against pollution at sea","Not specified","Helsinki agreement, 
International agreement on Oil Pollution Preparedness, Response and Co-operation including (IMO-OPRC), 
The Act of 16 March 1995 on the prevention of sea pollution by ships; Decree of the Council of Ministers of 3 December 2002 on the organization and method of controlling hazards and pollution at sea","MSFD31 Contamination","D1, D4, Contamination by non-synthetic substances, Contamination by synthetic compounds, Marine litter","D1, D4, D8","Fish, Mammals","Species","Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD323","PL","Poland","BALPL-M039","KTM31_8 Supporting actions at the international level on minimizing the impact of water coming out of exhaust aftertreatment systems","Not specified","Other international policies (specify), 
International agreement for the Prevention of Pollution from Ships (IMO-MARPOL); 
DIRECTIVE 2012/33/EU OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 21 November 2012 amending Council Directive 1999/32/EC as regards the sulphur content of marine fuels","MSFD31 Contamination","Contamination by non-synthetic substances","D8","Birds, Fish","Species","Territorial waters, EEZ (or similar), Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD324","PL","Poland","BALPL-M040","KTM31_9 The creation of algorithm for dredging work in the case of contaminated sediments","Not specified","International agreement for the Prevention of Pollution from Ships (IMO-MARPOL), 
Other international policies (specify), Helsinki agreement; 
SMOCS (Sustainable Management of Contaminated Sediments in the Baltic Sea);","MSFD31 Contamination","Contamination by non-synthetic substances, 
Contamination by synthetic compounds","D8","Birds, Fish, Mammals","Species","Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD325","PL","Poland","BALPL-M044","KTM29_1 Supervising the proper functioning of the port reception facilities for waste and cargo residues","Not specified","Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues; The Act on port reception facilities for waste and cargo residues from ships","MSFD29 Litter","Nutrient and organic matter enrichment, 
Contamination by non-synthetic substances, 
Contamination by synthetic compounds, 
Marine litter","D5, D8, D9, D10 ","Fish","Species","Terrestrial part of MS, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD326","PL","Poland","BALPL-M045","KTM29_2 The introduction of the principle of 'no special fee' for collecting waste from ships in ports","Not specified","Helsinki agreement, Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues; The Act on port reception facilities for waste and cargo residues from ships",,"D1, 
Nutrient and organic matter enrichment, 
Contamination by non-synthetic substances, 
Contamination by synthetic compounds, 
Marine litter","D1, D5, D8, D9, D10 ","Fish","Species","Terrestrial part of MS, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD327","PL","Poland","BALPL-M046","KTM29_3 Development of port reception facilities for waste and cargo residues","Not specified","International agreement for the Prevention of Pollution from Ships (IMO-MARPOL), Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues; The Act on port reception facilities for waste and cargo residues from ships","MSFD29 Litter","Nutrient and organic matter enrichment, 
Contamination by non-synthetic substances, 
Contamination by synthetic compounds, 
Marine litter","D5, D8, D9, D10 ","Fish","Species","Terrestrial part of MS, Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD328","PL","Poland","BALPL-M047","KTM31_11 Restricting introduction of paraffins and derivatives to the marine water","Not specified","International agreement for the Prevention of Pollution from Ships (IMO-MARPOL)","MSFD31 Contamination","Contamination by synthetic compounds, 
Marine litter","D8, D10","Fish, Birds, Mammals","Species","Territorial waters, 
EEZ (or similar), 
Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD329","PL","Poland","BALPL-M053","KTM28_2 Cooperation at the international level for the establishment of requirements relating to the limitation of underwater noise from shipping","Not specified","DIRECTIVE 2008/56/EC OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 17 June 2008 establishing a framework for community action in the field of marine environmental policy (Marine Strategy Framework Directive); ASCOBANS;","MSFD28 Energy inputs","D1, 
Underwater noise","D1, D11","Mammals","Species","Territorial waters, EEZ (or similar), Beyond MS Marine Waters","Other","International",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD330","PT","Portugal","Not specified","Vessels traffic monitoring and information system","Not specified",,,"Not reported","D8",,"Not specified","Not specified","Not specified ","Not specified ","Continental 
Azores 
Madeira","MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD331","PT","Portugal","Not specified","MARPOL agreement 73/78","Not specified",,,"Not reported","D8",,"Not specified","Not specified","Not specified ","Not specified ","Continental 
Azores 
Madeira","MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD332","PT","Portugal","Not specified","OSPAR agreement - dredging ","Not specified",,,"Not reported","D8",,"Not specified","Not specified","Not specified ","Not specified ","Continental 
Azores 
Madeira","MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
